Lista de Materiales — tal como la entregó Sistemas;;;;
56.207 líneas: Modelo -> Insumo -> Cantidad por unidad. Es el insumo base de todos los cálculos de este archivo.;;;;
;;;;
Modelo (base);Insumo (materia prima);Cantidad por unidad;UdM;
TAP-TMANG-VIGGO10020028E;SILICONA2 - B 8123 / 580      ;1,136;g;
TAP-TMANG-VIGGO10020028E;HILO VAHE POLI 80 BLANCO (copia);354,14;m;
TAP-TMANG-VIGGO10020028E;HILO VAHE 300T BLANCO (copia);4,29;g;
TAP-TMANG-VIGGO10020028E;AIREADORES PLASTICOS;4;Units;
TAP-TMANG-VIGGO10020028E;V2287;2,26;m;
TAP-TMANG-VIGGO10020028E;SILICONA1 B 8228 - 594        ;50,6336;g;
TAP-TMANG-VIGGO10020028E;PASTA AMARILLA;3,025;g;
TAP-TMANG-VIGGO10020028E;NYLON VIRGEN 2200MM x 220 MIC;1,17;kg;
TAP-TMANG-VIGGO10020028E;CEMENTO SOLIDEX 0777 FC 0782MV;0,13;kg;
TAP-TMANG-VIGGO10020028E;FAJA TELA VIGGO;1;Units;
TAP-TMANG-VIGGO10020028E;BASE EPS 100X200X13,5 TELGOPOR;1;Units;
TAP-TMANG-VIGGO10020028E;HILO VAHE (ESTANDAR) X;75,5;m;
TAP-TMANG-VIGGO15019028E;V368;1,4;m;
TAP-TMANG-VIGGO15019028E;TNT 13G - 2,2M - BLANCO;4,6;m;
TAP-TMANG-VIGGO15019028E;VIVO NEGRO BASTON GRIS 35MM;30,84;m;
TAP-TMANG-VIGGO15019028E;AMINA                         ;15,3316;g;
TAP-TMANG-VIGGO15019028E;VORANOL 3943 (COPO)           ;1843,4724;g;
TAP-TMANG-VIGGO15019028E;TDI (DI ISIOCANATO DE TOLUENO);3582,5136;g;
TAP-TMANG-VIGGO15019028E;GLICERINA;3,2332;g;
TAP-TMANG-VIGGO15019028E;PASTA AZUL;4,4888;g;
TAP-TMANG-VIGGO15019028E;T9 (OCTOATO DE ESTAAÑO)       ;14,9752;g;
TAP-TMANG-VIGGO15019028E;VORANOL 3011 (POLIOL)         ;5354,3792;g;
TAP-TMANG-VIGGO15019028E;CLORURO DE METILENO           ;77,462;g;
TAP-TMANG-VIGGO15019028E;SILICONA2 - B 8123 / 580      ;1,3632;g;
TAP-TMANG-VIGGO15019028E;HILO VAHE POLI 80 BLANCO (copia);443,43;m;
TAP-TMANG-VIGGO15019028E;HILO VAHE 300T BLANCO (copia);5,27;g;
TAP-TMANG-VIGGO15019028E;AIREADORES PLASTICOS;4;Units;
TAP-TMANG-VIGGO15019028E;V2287;3,2;m;
TAP-TMANG-VIGGO15019028E;SILICONA1 B 8228 - 594        ;72,2032;g;
TAP-TMANG-VIGGO15019028E;PASTA AMARILLA;4,334;g;
TAP-TMANG-VIGGO15019028E;NYLON VIRGEN 2200MM x 220 MIC;1,51;kg;
TAP-TMANG-VIGGO15019028E;CEMENTO SOLIDEX 0777 FC 0782MV;0,17;kg;
TAP-TMANG-VIGGO15019028E;FAJA TELA VIGGO;1;Units;
TAP-TMANG-VIGGO15019028E;BASE EPS 150X190X13,5 TELGOPOR;1;Units;
TAP-TMANG-VIGGO15019028E;HILO VAHE (ESTANDAR) X;85;m;
TAP-TMANG-VIGGO16019028E;V368;1,59;m;
TAP-TMANG-VIGGO16019028E;TNT 13G - 2,2M - BLANCO;4,99;m;
TAP-TMANG-VIGGO16019028E;VIVO NEGRO BASTON GRIS 35MM;32,47;m;
TAP-TMANG-VIGGO16019028E;AMINA                         ;16,3849;g;
TAP-TMANG-VIGGO16019028E;VORANOL 3943 (COPO)           ;1969,9776;g;
TAP-TMANG-VIGGO16019028E;TDI (DI ISIOCANATO DE TOLUENO);3829,1869;g;
TAP-TMANG-VIGGO16019028E;GLICERINA;3,4583;g;
TAP-TMANG-VIGGO16019028E;PASTA AZUL;4,7987;g;
TAP-TMANG-VIGGO16019028E;T9 (OCTOATO DE ESTAAÑO)       ;16,0058;g;
TAP-TMANG-VIGGO16019028E;VORANOL 3011 (POLIOL)         ;5722,8763;g;
TAP-TMANG-VIGGO16019028E;CLORURO DE METILENO           ;82,8995;g;
TAP-TMANG-VIGGO16019028E;SILICONA2 - B 8123 / 580      ;1,4768;g;
TAP-TMANG-VIGGO16019028E;HILO VAHE POLI 80 BLANCO (copia);485,4;m;
TAP-TMANG-VIGGO16019028E;HILO VAHE 300T BLANCO (copia);5,85;g;
TAP-TMANG-VIGGO16019028E;AIREADORES PLASTICOS;4;Units;
TAP-TMANG-VIGGO16019028E;V2287;3,4;m;
TAP-TMANG-VIGGO16019028E;SILICONA1 B 8228 - 594        ;77,1628;g;
TAP-TMANG-VIGGO16019028E;PASTA AMARILLA;4,631;g;
TAP-TMANG-VIGGO16019028E;NYLON VIRGEN 2200MM x 220 MIC;1,83;kg;
TAP-TMANG-VIGGO16019028E;CEMENTO SOLIDEX 0777 FC 0782MV;0,18;kg;
TAP-TMANG-VIGGO16019028E;FAJA TELA VIGGO;1;Units;
TAP-TMANG-VIGGO16019028E;BASE EPS 160X190X13,5 TELGOPOR;1;Units;
TAP-TMANG-VIGGO16019028E;HILO VAHE (ESTANDAR) X;95,79;m;
VERDE PLACA 100X200X5;AMINA                         ;4,51;g;
VERDE PLACA 100X200X5;VORANOL 3943 (COPO)           ;587,9225;g;
VERDE PLACA 100X200X5;TDI (DI ISIOCANATO DE TOLUENO);908,3525;g;
VERDE PLACA 100X200X5;PASTA AMARILLA;1,5125;g;
VERDE PLACA 100X200X5;PASTA AZUL;1,5125;g;
VERDE PLACA 100X200X5;SILICONA1 B 8228 - 594        ;15,895;g;
VERDE PLACA 100X200X5;T9 (OCTOATO DE ESTAAÑO)       ;3,85;g;
VERDE PLACA 100X200X5;VORANOL 3011 (POLIOL)         ;1370,8475;g;
VERDE PLACA 150X190X5;AMINA                         ;6,4616;g;
VERDE PLACA 150X190X5;VORANOL 3943 (COPO)           ;842,3326;g;
VERDE PLACA 150X190X5;TDI (DI ISIOCANATO DE TOLUENO);1301,4214;g;
VERDE PLACA 150X190X5;PASTA AMARILLA;2,167;g;
VERDE PLACA 150X190X5;PASTA AZUL;2,167;g;
VERDE PLACA 150X190X5;SILICONA1 B 8228 - 594        ;22,7732;g;
VERDE PLACA 150X190X5;T9 (OCTOATO DE ESTAAÑO)       ;5,516;g;
VERDE PLACA 150X190X5;VORANOL 3011 (POLIOL)         ;1964,0506;g;
VERDE PLACA 160X190X5;AMINA                         ;6,9044;g;
VERDE PLACA 160X190X5;VORANOL 3943 (COPO)           ;900,0559;g;
VERDE PLACA 160X190X5;TDI (DI ISIOCANATO DE TOLUENO);1390,6051;g;
VERDE PLACA 160X190X5;PASTA AMARILLA;2,3155;g;
VERDE PLACA 160X190X5;PASTA AZUL;2,3155;g;
VERDE PLACA 160X190X5;SILICONA1 B 8228 - 594        ;24,3338;g;
VERDE PLACA 160X190X5;T9 (OCTOATO DE ESTAAÑO)       ;5,894;g;
VERDE PLACA 160X190X5;VORANOL 3011 (POLIOL)         ;2098,6429;g;
EPS MAGNUM-VIGGO 100X200;V368;1,24;m;
EPS MAGNUM-VIGGO 100X200;TNT 13G - 2,2M - BLANCO;3,5;m;
EPS MAGNUM-VIGGO 100X200;VIVO NEGRO BASTON GRIS 35MM;26,6;m;
EPS MAGNUM-VIGGO 100X200;AMINA                         ;10,7366;g;
EPS MAGNUM-VIGGO 100X200;VORANOL 3943 (COPO)           ;1289,0414;g;
EPS MAGNUM-VIGGO 100X200;TDI (DI ISIOCANATO DE TOLUENO);2515,764;g;
EPS MAGNUM-VIGGO 100X200;GLICERINA;2,3042;g;
EPS MAGNUM-VIGGO 100X200;PASTA AZUL;3,154;g;
EPS MAGNUM-VIGGO 100X200;T9 (OCTOATO DE ESTAAÑO)       ;10,5108;g;
EPS MAGNUM-VIGGO 100X200;VORANOL 3011 (POLIOL)         ;3758,2728;g;
EPS MAGNUM-VIGGO 100X200;CLORURO DE METILENO           ;55,5962;g;
EPS MAGNUM-VIGGO 100X200;SILICONA2 - B 8123 / 580      ;1,136;g;
EPS MAGNUM-VIGGO 100X200;HILO VAHE POLI 80 BLANCO (copia);354,14;m;
EPS MAGNUM-VIGGO 100X200;HILO VAHE 300T BLANCO (copia);4,29;g;
EPS MAGNUM-VIGGO 100X200;AIREADORES PLASTICOS;4;Units;
EPS MAGNUM-VIGGO 100X200;V2287;2,26;m;
EPS MAGNUM-VIGGO 100X200;SILICONA1 B 8228 - 594        ;50,6336;g;
EPS MAGNUM-VIGGO 100X200;PASTA AMARILLA;3,025;g;
EPS MAGNUM-VIGGO 100X200;NYLON VIRGEN 2200MM x 220 MIC;1,17;kg;
EPS MAGNUM-VIGGO 100X200;CEMENTO SOLIDEX 0777 FC 0782MV;0,13;kg;
EPS MAGNUM-VIGGO 100X200;FAJA TELA VIGGO;1;Units;
EPS MAGNUM-VIGGO 100X200;BASE EPS 100X200X13,5 TELGOPOR;1;Units;
EPS MAGNUM-VIGGO 100X200;HILO VAHE (ESTANDAR) X;75,5;m;
EPS MAGNUM-VIGGO 150X190;V368;1,4;m;
EPS MAGNUM-VIGGO 150X190;TNT 13G - 2,2M - BLANCO;4,6;m;
EPS MAGNUM-VIGGO 150X190;VIVO NEGRO BASTON GRIS 35MM;30,84;m;
EPS MAGNUM-VIGGO 150X190;AMINA                         ;15,3316;g;
EPS MAGNUM-VIGGO 150X190;VORANOL 3943 (COPO)           ;1843,4724;g;
EPS MAGNUM-VIGGO 150X190;TDI (DI ISIOCANATO DE TOLUENO);3582,5136;g;
EPS MAGNUM-VIGGO 150X190;GLICERINA;3,2332;g;
EPS MAGNUM-VIGGO 150X190;PASTA AZUL;4,4888;g;
EPS MAGNUM-VIGGO 150X190;T9 (OCTOATO DE ESTAAÑO)       ;14,9752;g;
EPS MAGNUM-VIGGO 150X190;VORANOL 3011 (POLIOL)         ;5354,3792;g;
EPS MAGNUM-VIGGO 150X190;CLORURO DE METILENO           ;77,462;g;
EPS MAGNUM-VIGGO 150X190;SILICONA2 - B 8123 / 580      ;1,3632;g;
EPS MAGNUM-VIGGO 150X190;HILO VAHE POLI 80 BLANCO (copia);443,43;m;
EPS MAGNUM-VIGGO 150X190;HILO VAHE 300T BLANCO (copia);5,27;g;
EPS MAGNUM-VIGGO 150X190;AIREADORES PLASTICOS;4;Units;
EPS MAGNUM-VIGGO 150X190;V2287;3,2;m;
EPS MAGNUM-VIGGO 150X190;SILICONA1 B 8228 - 594        ;72,2032;g;
EPS MAGNUM-VIGGO 150X190;PASTA AMARILLA;4,334;g;
EPS MAGNUM-VIGGO 150X190;NYLON VIRGEN 2200MM x 220 MIC;1,51;kg;
EPS MAGNUM-VIGGO 150X190;CEMENTO SOLIDEX 0777 FC 0782MV;0,17;kg;
EPS MAGNUM-VIGGO 150X190;FAJA TELA VIGGO;1;Units;
EPS MAGNUM-VIGGO 150X190;BASE EPS 150X190X13,5 TELGOPOR;1;Units;
EPS MAGNUM-VIGGO 150X190;HILO VAHE (ESTANDAR) X;85;m;
EPS MAGNUM-VIGGO 160X190;V368;1,59;m;
EPS MAGNUM-VIGGO 160X190;TNT 13G - 2,2M - BLANCO;4,99;m;
EPS MAGNUM-VIGGO 160X190;VIVO NEGRO BASTON GRIS 35MM;32,47;m;
EPS MAGNUM-VIGGO 160X190;AMINA                         ;16,3849;g;
EPS MAGNUM-VIGGO 160X190;VORANOL 3943 (COPO)           ;1969,9776;g;
EPS MAGNUM-VIGGO 160X190;TDI (DI ISIOCANATO DE TOLUENO);3829,1869;g;
EPS MAGNUM-VIGGO 160X190;GLICERINA;3,4583;g;
EPS MAGNUM-VIGGO 160X190;PASTA AZUL;4,7987;g;
EPS MAGNUM-VIGGO 160X190;T9 (OCTOATO DE ESTAAÑO)       ;16,0058;g;
EPS MAGNUM-VIGGO 160X190;VORANOL 3011 (POLIOL)         ;5722,8763;g;
EPS MAGNUM-VIGGO 160X190;CLORURO DE METILENO           ;82,8995;g;
EPS MAGNUM-VIGGO 160X190;SILICONA2 - B 8123 / 580      ;1,4768;g;
EPS MAGNUM-VIGGO 160X190;HILO VAHE POLI 80 BLANCO (copia);485,4;m;
EPS MAGNUM-VIGGO 160X190;HILO VAHE 300T BLANCO (copia);5,85;g;
EPS MAGNUM-VIGGO 160X190;AIREADORES PLASTICOS;4;Units;
EPS MAGNUM-VIGGO 160X190;V2287;3,4;m;
EPS MAGNUM-VIGGO 160X190;SILICONA1 B 8228 - 594        ;77,1628;g;
EPS MAGNUM-VIGGO 160X190;PASTA AMARILLA;4,631;g;
EPS MAGNUM-VIGGO 160X190;NYLON VIRGEN 2200MM x 220 MIC;1,83;kg;
EPS MAGNUM-VIGGO 160X190;CEMENTO SOLIDEX 0777 FC 0782MV;0,18;kg;
EPS MAGNUM-VIGGO 160X190;FAJA TELA VIGGO;1;Units;
EPS MAGNUM-VIGGO 160X190;BASE EPS 160X190X13,5 TELGOPOR;1;Units;
EPS MAGNUM-VIGGO 160X190;HILO VAHE (ESTANDAR) X;95,79;m;
BANDA-EREST80190-ALTO14;V368;0,39;m;
BANDA-EREST80190-ALTO14;TNT 13G - 2,2M - BLANCO;0,39;m;
BANDA-EREST80190-ALTO14;AMINA                         ;0,0372;g;
BANDA-EREST80190-ALTO14;VORANOL 3943 (COPO)           ;2,468;g;
BANDA-EREST80190-ALTO14;TDI (DI ISIOCANATO DE TOLUENO);17,2236;g;
BANDA-EREST80190-ALTO14;GLICERINA;0,0492;g;
BANDA-EREST80190-ALTO14;PASTA AZUL;0,0516;g;
BANDA-EREST80190-ALTO14;T9 (OCTOATO DE ESTAAÑO)       ;0,0616;g;
BANDA-EREST80190-ALTO14;VORANOL 3011 (POLIOL)         ;22,0052;g;
BANDA-EREST80190-ALTO14;CLORURO DE METILENO           ;2,2108;g;
BANDA-EREST80190-ALTO14;SILICONA2 - B 8123 / 580      ;0,4544;g;
BANDA-EREST80190-ALTO14;HILO VAHE POLI 80 BLANCO (copia);71,9;m;
BANDA-EREST80190-ALTO14;HILO VAHE 300T BLANCO (copia);1,2;g;
TAP-EREST8019012;V368;0,39;m;
TAP-EREST8019012;TNT 13G - 2,2M - BLANCO;0,39;m;
TAP-EREST8019012;AMINA                         ;3,6429;g;
TAP-EREST8019012;VORANOL 3943 (COPO)           ;717,2891;g;
TAP-EREST8019012;TDI (DI ISIOCANATO DE TOLUENO);1386,6042;g;
TAP-EREST8019012;GLICERINA;0,0492;g;
TAP-EREST8019012;PASTA AZUL;0,0516;g;
TAP-EREST8019012;T9 (OCTOATO DE ESTAAÑO)       ;5,0596;g;
TAP-EREST8019012;VORANOL 3011 (POLIOL)         ;1689,9092;g;
TAP-EREST8019012;CLORURO DE METILENO           ;84,3565;g;
TAP-EREST8019012;SILICONA2 - B 8123 / 580      ;30,4424;g;
TAP-EREST8019012;HILO VAHE POLI 80 BLANCO (copia);104,63;m;
TAP-EREST8019012;HILO VAHE 300T BLANCO (copia);1,2;g;
TAP-EREST8019012;V740;2;m;
TAP-EREST8019012;NYLON VIRGEN 2200MM (STDR);0,45;kg;
TAP-EREST8019012;FAJA GARANTIA NATURAL;1;Units;
TAP-EREST8019012;HILO VAHE (ESTANDAR) X;10,64;m;
TAP-EREST8019012;VIVO NEGRO BASTON GRIS 35MM;11,66;m;
ESPUMA REST 80X190X12;V368;0,39;m;
ESPUMA REST 80X190X12;TNT 13G - 2,2M - BLANCO;0,39;m;
ESPUMA REST 80X190X12;AMINA                         ;3,6429;g;
ESPUMA REST 80X190X12;VORANOL 3943 (COPO)           ;717,2891;g;
ESPUMA REST 80X190X12;TDI (DI ISIOCANATO DE TOLUENO);1386,6042;g;
ESPUMA REST 80X190X12;GLICERINA;0,0492;g;
ESPUMA REST 80X190X12;PASTA AZUL;0,0516;g;
ESPUMA REST 80X190X12;T9 (OCTOATO DE ESTAAÑO)       ;5,0596;g;
ESPUMA REST 80X190X12;VORANOL 3011 (POLIOL)         ;1689,9092;g;
ESPUMA REST 80X190X12;CLORURO DE METILENO           ;84,3565;g;
ESPUMA REST 80X190X12;SILICONA2 - B 8123 / 580      ;30,4424;g;
ESPUMA REST 80X190X12;HILO VAHE POLI 80 BLANCO (copia);104,63;m;
ESPUMA REST 80X190X12;HILO VAHE 300T BLANCO (copia);1,2;g;
ESPUMA REST 80X190X12;V740;2;m;
ESPUMA REST 80X190X12;NYLON VIRGEN 2200MM (STDR);0,45;kg;
ESPUMA REST 80X190X12;FAJA GARANTIA NATURAL;1;Units;
ESPUMA REST 80X190X12;HILO VAHE (ESTANDAR) X;10,64;m;
ESPUMA REST 80X190X12;VIVO NEGRO BASTON GRIS 35MM;11,66;m;
BANDA-ESENS100200-ALTO31;V368;1,04;m;
BANDA-ESENS100200-ALTO31;TNT 13G - 2,2M - BLANCO;1,04;m;
BANDA-ESENS100200-ALTO31;AMINA                         ;0,093;g;
BANDA-ESENS100200-ALTO31;VORANOL 3943 (COPO)           ;6,17;g;
BANDA-ESENS100200-ALTO31;TDI (DI ISIOCANATO DE TOLUENO);43,059;g;
BANDA-ESENS100200-ALTO31;GLICERINA;0,123;g;
BANDA-ESENS100200-ALTO31;PASTA AZUL;0,129;g;
BANDA-ESENS100200-ALTO31;T9 (OCTOATO DE ESTAAÑO)       ;0,154;g;
BANDA-ESENS100200-ALTO31;VORANOL 3011 (POLIOL)         ;55,013;g;
BANDA-ESENS100200-ALTO31;CLORURO DE METILENO           ;5,527;g;
BANDA-ESENS100200-ALTO31;SILICONA2 - B 8123 / 580      ;1,136;g;
BANDA-ESENS100200-ALTO31;FAJA TELA NATURAL;1;Units;
BANDA-ESENS100200-ALTO31;HILO VAHE POLI 80 BLANCO (copia);157,2;m;
BANDA-ESENS100200-ALTO31;HILO VAHE 300T BLANCO (copia);2,62;g;
TAPA SENSE 100X200;V1551;1,13;m;
TAPA SENSE 100X200;TNT 13G - 2,2M - BLANCO;1,13;m;
TAPA SENSE 100X200;AMINA                         ;0,8118;g;
TAPA SENSE 100X200;VORANOL 3943 (COPO)           ;53,5132;g;
TAPA SENSE 100X200;TDI (DI ISIOCANATO DE TOLUENO);328;g;
TAPA SENSE 100X200;GLICERINA;1,0906;g;
TAPA SENSE 100X200;SILICONA1 B 8228 - 594        ;9,4218;g;
TAPA SENSE 100X200;T9 (OCTOATO DE ESTAAÑO)       ;1,3284;g;
TAPA SENSE 100X200;VORANOL 3011 (POLIOL)         ;480,7824;g;
TAPA SENSE 100X200;CLORURO DE METILENO           ;25,0346;g;
TAPA SENSE 100X200;HILO VAHE POLI 80 BLANCO (copia);75,2;m;
TAPA SENSE 100X200;HILO VAHE 300T BLANCO (copia);0,75;g;
TAP-ESENS10020028S;V368;1,04;m;
TAP-ESENS10020028S;TNT 13G - 2,2M - BLANCO;3,3;m;
TAP-ESENS10020028S;AMINA                         ;21,5606;g;
TAP-ESENS10020028S;VORANOL 3943 (COPO)           ;2700,0554;g;
TAP-ESENS10020028S;TDI (DI ISIOCANATO DE TOLUENO);4695,81;g;
TAP-ESENS10020028S;GLICERINA;2,3042;g;
TAP-ESENS10020028S;PASTA AZUL;6,784;g;
TAP-ESENS10020028S;T9 (OCTOATO DE ESTAAÑO)       ;19,7508;g;
TAP-ESENS10020028S;VORANOL 3011 (POLIOL)         ;7048,3068;g;
TAP-ESENS10020028S;CLORURO DE METILENO           ;55,5962;g;
TAP-ESENS10020028S;SILICONA2 - B 8123 / 580      ;1,136;g;
TAP-ESENS10020028S;FAJA TELA NATURAL;1;Units;
TAP-ESENS10020028S;HILO VAHE POLI 80 BLANCO (copia);343,96;m;
TAP-ESENS10020028S;HILO VAHE 300T BLANCO (copia);4,12;g;
TAP-ESENS10020028S;V1551;2,26;m;
TAP-ESENS10020028S;SILICONA1 B 8228 - 594        ;88,7816;g;
TAP-ESENS10020028S;PASTA AMARILLA;6,655;g;
TAP-ESENS10020028S;NYLON VIRGEN 2300MM (STDR);0,6;kg;
TAP-ESENS10020028S;CEMENTO SOLIDEX 0777 FC 0782MV;0,13;kg;
TAP-ESENS10020028S;FAJA GARANTIA NATURAL;1;Units;
TAP-ESENS10020028S;HILO VAHE (ESTANDAR) X;75,5;m;
TAP-ESENS10020028S;VIVO NEGRO BASTON GRIS 35MM;25;m;
ESPUMA SENSE 100X200X28EURO P;V368;1,04;m;
ESPUMA SENSE 100X200X28EURO P;TNT 13G - 2,2M - BLANCO;3,3;m;
ESPUMA SENSE 100X200X28EURO P;AMINA                         ;21,5606;g;
ESPUMA SENSE 100X200X28EURO P;VORANOL 3943 (COPO)           ;2700,0554;g;
ESPUMA SENSE 100X200X28EURO P;TDI (DI ISIOCANATO DE TOLUENO);4695,81;g;
ESPUMA SENSE 100X200X28EURO P;GLICERINA;2,3042;g;
ESPUMA SENSE 100X200X28EURO P;PASTA AZUL;6,784;g;
ESPUMA SENSE 100X200X28EURO P;T9 (OCTOATO DE ESTAAÑO)       ;19,7508;g;
ESPUMA SENSE 100X200X28EURO P;VORANOL 3011 (POLIOL)         ;7048,3068;g;
ESPUMA SENSE 100X200X28EURO P;CLORURO DE METILENO           ;55,5962;g;
ESPUMA SENSE 100X200X28EURO P;SILICONA2 - B 8123 / 580      ;1,136;g;
ESPUMA SENSE 100X200X28EURO P;FAJA TELA NATURAL;1;Units;
ESPUMA SENSE 100X200X28EURO P;HILO VAHE POLI 80 BLANCO (copia);343,96;m;
ESPUMA SENSE 100X200X28EURO P;HILO VAHE 300T BLANCO (copia);4,12;g;
ESPUMA SENSE 100X200X28EURO P;V1551;2,26;m;
ESPUMA SENSE 100X200X28EURO P;SILICONA1 B 8228 - 594        ;88,7816;g;
ESPUMA SENSE 100X200X28EURO P;PASTA AMARILLA;6,655;g;
ESPUMA SENSE 100X200X28EURO P;NYLON VIRGEN 2300MM (STDR);0,6;kg;
ESPUMA SENSE 100X200X28EURO P;CEMENTO SOLIDEX 0777 FC 0782MV;0,13;kg;
ESPUMA SENSE 100X200X28EURO P;FAJA GARANTIA NATURAL;1;Units;
ESPUMA SENSE 100X200X28EURO P;HILO VAHE (ESTANDAR) X;75,5;m;
ESPUMA SENSE 100X200X28EURO P;VIVO NEGRO BASTON GRIS 35MM;25;m;
144 SOFA 1 CPO RELAX;LISTON 1X2X0,630;0,34;ft²;
144 SOFA 1 CPO RELAX;LISTON 1X2X0,670;0,73;ft²;
144 SOFA 1 CPO RELAX;LISTON 1X2X0,720;3,15;ft²;
144 SOFA 1 CPO RELAX;LISTON 1X2X1,850;2;ft²;
144 SOFA 1 CPO RELAX;LISTON 1X3X1,850;1,1;ft²;
144 SOFA 1 CPO RELAX;MDF 9MM                       ;1,68;m²;
144 SOFA 1 CPO RELAX;CHAPADUR 3MM                  ;0,59;m²;
144 SOFA 1 CPO RELAX;AMINA                         ;3,3403;g;
144 SOFA 1 CPO RELAX;TDI (DI ISIOCANATO DE TOLUENO);803,8946;g;
144 SOFA 1 CPO RELAX;PASTA AMARILLA;0,6656;g;
144 SOFA 1 CPO RELAX;T9 (OCTOATO DE ESTAAÑO)       ;4,1113;g;
144 SOFA 1 CPO RELAX;VORANOL 3011 (POLIOL)         ;1456,2827;g;
144 SOFA 1 CPO RELAX;CLORURO DE METILENO           ;92,3076;g;
144 SOFA 1 CPO RELAX;SILICONA2 - B 8123 / 580      ;8,672;g;
144 SOFA 1 CPO RELAX;PASTA NEGRA;0,504;g;
144 SOFA 1 CPO RELAX;PASTA AZUL;2,0244;g;
144 SOFA 1 CPO RELAX;SILICONA1 B 8228 - 594        ;14,8091;g;
144 SOFA 1 CPO RELAX;VORANOL 3943 (COPO)           ;109,9443;g;
144 SOFA 1 CPO RELAX;PASTA ROJA                    ;0,474;g;
144 SOFA 1 CPO RELAX;Cascara;2,36;kg;
144 SOFA 1 CPO RELAX;FIBRA HUECA/CONJ/SIL15DX64(VEL;1,3;kg;
144 SOFA 1 CPO RELAX;ABROJO PINCHE NRO 2 (ESTANDAR);0,62;m;
144 SOFA 1 CPO RELAX;ABROJO FELPA NRO 2 (ESTANDAR);0,62;m;
144 SOFA 1 CPO RELAX;CINCHA ELASTICA ASIENTO;1,39;m;
144 SOFA 1 CPO RELAX;LIENZO ALPILLERA 0.50;1,68;m;
144 SOFA 1 CPO RELAX;HILO VAHE (ESTANDAR) X;50;m;
144 SOFA 1 CPO RELAX;GRAMPA 84/14;0,31;Unidad de Mil;
144 SOFA 1 CPO RELAX;GRAMPA 84/8;0,63;Unidad de Mil;
144 SOFA 1 CPO RELAX;GRAMPA 92/40;0,29;Unidad de Mil;
144 SOFA 1 CPO RELAX;CINCHA METÁLICA ZIG ZAG 680;4;Units;
144 SOFA 1 CPO RELAX;CLIP CINCHA METÁLICA;8;Units;
144 SOFA 1 CPO RELAX;TUERCA T 1/4 TUERQUETINA;10;Units;
144 SOFA 1 CPO RELAX;AUT HEX. MAD P AGU T2 12X1 1/2;4;Units;
144 SOFA 1 CPO RELAX;AUT HEX. MAD P AGU T2 12X2;8;Units;
144 SOFA 1 CPO RELAX;TORNILLO P/MADERA 3.5X25;2;Units;
144 SOFA 1 CPO RELAX;TORNILLO TANQUE 1/4X3/8;6;Units;
144 SOFA 1 CPO RELAX;PRECINTO 200X3.6;1;Units;
144 SOFA 1 CPO RELAX;REGATON BASTON 10*80P/PRECINTO;1;Units;
144 SOFA 1 CPO RELAX;ETIQUETA BORDAD LIVING;1;Units;
144 SOFA 1 CPO RELAX;LATERAL DERECHO MEC. 8102D;1;Units;
144 SOFA 1 CPO RELAX;LATERAL IZQUIERDO MEC. 8102D;1;Units;
144 SOFA 1 CPO RELAX;TUBO ACERO MEC. L461,9 ;1;Units;
144 SOFA 1 CPO RELAX;TUBO CUADRADO ACERO MEC. L568,4;1;Units;
144 SOFA 1 CPO RELAX;TUBO RIEL ACERO MEC. L488,95;2;Units;
144 SOFA 1 CPO RELAX;TUBO SOPORTE RIEL ACERO MEC. L425,5;1;Units;
144 SOFA 1 CPO RELAX;TUBO ESTABILIZADOR  RIEL ACERO L444,5;2;Units;
144 SOFA 1 CPO RELAX;BRAZO METALICO DERECHO MEC. 8102D;1;Units;
144 SOFA 1 CPO RELAX;BRAZO METALICO IZQUIERDO MEC. 8102D;1;Units;
144 SOFA 1 CPO RELAX;TORNILLO AUTORROSCANTE M7 X 23 mm;4;Units;
144 SOFA 1 CPO RELAX;TORNILLO AUTORROSCANTE 13 mm;16;Units;
144 SOFA 1 CPO RELAX;TORNILLO AUTORROSCANTE M7 X 30 mm;4;Units;
144 SOFA 1 CPO RELAX;TORNILLO AUTORROSCANTE 18-M7 X 18 mm;4;Units;
144 SOFA 1 CPO RELAX;PATA PLASTICA MECANISMO;4;Units;
144 SOFA 1 CPO RELAX;RESORTE 8102D;2;Units;
144 SOFA 1 CPO RELAX;SUJETADOR RESPALDO;2;Units;
144 SOFA 1 CPO RELAX;CABLE ALIMENTACIÓN;1;Units;
144 SOFA 1 CPO RELAX;FUENTE DE ALIMENTACIÓN;1;Units;
144 SOFA 1 CPO RELAX;CONJUNTO MOTOR - PIN - CLIP 8102D;1;Units;
144 SOFA 1 CPO RELAX;NYLON BOLSA 189X215X80 (LEAN);1;Units;
144 SOFA 1 CPO RELAX;CEMENTO SOLIDEX 0777 FC 0782MV;0,5;kg;
144 SOFA 1 CPO RELAX;FILM STRETCH50CM 23 MIC INDUST;0,17;kg;
144 SOFA 1 CPO RELAX;BOTONERA CON USB-A USB-C;1;Units;
144 SOFA 1 CPO RELAX;TNT 120G - 1,5M - BLANCO/NEGRO;2,65;m;
144 SOFA 1 CPO RELAX;TNT 30G - 1,5M - BLANCO;1,38;m;
144 SOFA 1 CPO RELAX;GUATA 100G 150M;0,95;m;
PIC1 144 SOFA 1 CPO RELAX;LISTON 1X2X0,630;0,34;ft²;
